Reviewed,Reviewer,Date,Content
142804,10866,Aug 09 2020,"
Psychotherapy Perceptions and Preferences
"
142805,66688,Aug 09 2020,"
Transcribe data
"
142806,122180,Aug 09 2020,"
Media Psychology Lab
"
142807,98648,Aug 09 2020,"
Consumer Behavior Survey(~ 5 minutes)
"
142808,133711,Aug 09 2020,"
Summarize a news summary
"
142809,136902,Aug 09 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142810,107409,Aug 09 2020,"
Challenging Life Experiences Study
"
142811,103420,Aug 09 2020,"
Summarize a news summary 
"
142812,14047,Aug 09 2020,"
 6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142813,35216,Aug 09 2020,"
Summarize a news summary
"
142814,105651,Aug 09 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142815,97765,Aug 09 2020,"
Survey about purchase tendencies
"
142816,123658,Aug 09 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins
"
142817,32496,Aug 09 2020,"
Answer a survey about consumer products
"
142818,97110,Aug 09 2020,"
Respond to a survey about your use of technology during Covid-19
"
142819,121154,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142820,114443,Aug 08 2020,"
Predictors of Health-Risk Behaviors 8.7.2020(~ 60 minutes)
"
142821,90240,Aug 08 2020,"
A Brief and Easy Lifestyle Survey (&lt;1 min)
"
142822,114443,Aug 08 2020,"
Effect of non-verbal behaviours on perceptions of credibility in the criminal justice system(~ 15 minutes)
"
142823,66719,Aug 08 2020,"
High-pressure usability task &amp; feedback on a website/app prototype. (~7 minute)
"
142824,28788,Aug 08 2020,"
Answer a survey about brand mascots
"
142825,59047,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142826,59047,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142827,59047,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142828,128533,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142829,128533,Aug 08 2020,"
Framing Label Assessment
"
142830,136632,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142831,137363,Aug 08 2020,"
Collect Contact Information of Blog Writers
"
142832,103420,Aug 08 2020,"
Validation of Coupon Code
"
142833,96716,Aug 08 2020,"
Check Quality Discount
"
142834,103289,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142835,134763,Aug 08 2020,"
Company reconciliation
"
142836,10866,Aug 08 2020,"
Cannabis expectancies on oceanic boundlessness
"
142837,90240,Aug 08 2020,"
Tell us your preferences on education after COVID
"
142838,43412,Aug 08 2020,"
Psychology Study ~15mins(~ 15 minutes)
"
142839,67906,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142840,11598,Aug 08 2020,"
Rate personality traits and concern with COVID-19 (20 min) - $3.33
"
142841,90240,Aug 08 2020,"
Two Minute Survey About You
"
142842,67906,Aug 08 2020,"
Framing Label Assessment
"
142843,56780,Aug 08 2020,"
Framing Label Assessment
"
142844,51447,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142845,29851,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142846,30907,Aug 08 2020,"
A study about your workplace behavior (full-time workers only, about 15 
"
142847,11598,Aug 08 2020,"
Respond to a survey about your use of technology during Covid-19 - $2.30
"
142848,15098,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142849,56780,Aug 08 2020,"
Answer a survey about consumer products
"
142850,80721,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142851,43696,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142852,35216,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142853,114947,Aug 08 2020,"
Framing Label Assessment
"
142854,127472,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142855,92757,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142856,129781,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142857,97765,Aug 08 2020,"
Well-being Survey(~ 18 minutes)
"
142858,97765,Aug 08 2020,"
Survey on Environment and Religion, with $100 prize draw
"
142859,122106,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142860,113751,Aug 08 2020,"
6-8 minute survey about your lifestyles and your response to advertising messages (~8 mins; $1.00)
"
142861,136646,Aug 08 2020,"
Survey about People in Challenging Situations with Others
"
142862,114443,Aug 07 2020,"
Demographics Pre-Survey for Psychology Survey
"
142863,103895,Aug 07 2020,"
Rate some website designs
"
142864,99611,Aug 07 2020,"
Ratings and comprehension questions for 48 sentences. CODENAME: YAPPY ELEPHANT
"
142865,30907,Aug 07 2020,"
Rate faces on traits(~ 25 minutes)
"
142866,43857,Aug 07 2020,"
Framing Label Assessment
"
142867,105656,Aug 07 2020,"
George Washington University Survey 3
"
142868,105656,Aug 07 2020,"
Rate face (~15min)
"
142869,33282,Aug 07 2020,"
Answer a survey on perceptions regarding your finances
"
142870,131043,Aug 07 2020,"
Health Survey(~ 25 minutes)
"
142871,103420,Aug 07 2020,"
Psychology Study ~15mins(~ 15 minutes)
"
142872,97765,Aug 07 2020,"
General Well-Being during COVID-19(~ 5 minutes)
"
142873,133711,Aug 07 2020,"
Consumer Behavior Survey(~ 5 minutes)
"
142874,74522,Aug 07 2020,"
General Well-Being during COVID-19(~ 5 minutes)
"
142875,39361,Aug 07 2020,"
Answer a survey about your opinions on travel vlogs
"
142876,31284,Aug 07 2020,"
Medical Disinformation
"
142877,134754,Aug 07 2020,"
Framing Label Assessment
"
142878,35193,Aug 07 2020,"
Photo Rating Task(~ 90 minutes)
"
142879,38768,Aug 07 2020,"
Answer a survey about consumer products
"
142880,129781,Aug 07 2020,"
Framing Label Assessment
"
142881,35216,Aug 07 2020,"
Framing Label Assessment
"
142882,132814,Aug 07 2020,"
Go to @personsworshiphouse on instagram and like latest post.
"
142883,56780,Aug 07 2020,"
Consumer Study(~ 10 minutes)
"
142884,103420,Aug 07 2020,"
Framing Label Assessment
"
142885,74522,Aug 07 2020,"
Preferences for workplace feedback
"
142886,35193,Aug 07 2020,"
Survey on health and decision-making (screener; $2 bonus possible)
"
142887,137385,Aug 07 2020,"
Answer a survey about consumer products
"
142888,56633,Aug 07 2020,"
Answer a survey about your experience in quarantine during the coronavirus pandemic. $1.85
"
142889,64700,Aug 07 2020,"
Answer a survey about short video animations
"
142890,114995,Aug 07 2020,"
Answer questions about travel
"
142891,77877,Aug 07 2020,"
Answer a survey about your opinions on travel vlogs
"
142892,133992,Aug 07 2020,"
Find the Name and Email for the Partners at the Given Texas Law Firm Name
"
142893,74522,Aug 07 2020,"
A survey about a brand
"
142894,76652,Aug 07 2020,"
Validation of Quantity Discount
"
142895,10866,Aug 07 2020,"
Parents or caregivers of 1-4 yr olds - water safety survey (~40 min)
"
142896,42674,Aug 07 2020,"
Research on Customer Complaints on Social Media
"
142897,19556,Aug 07 2020,"
Digital Assistant Survey. MUST ACTIVELY USE a digital assistant (like Alexa, Siri, Google Assistant, or M500). Takes 8-10 min.
"
142898,19556,Aug 07 2020,"
answer a survey about your perception of covid-19 pandemic
"
142899,122106,Aug 07 2020,"
8-10 min psychology study - answer some questions(~ 9 minutes)
"
142900,137455,Aug 07 2020,"
""Modern Video Reviewer"" Create Title Description, Add 5 Keywords, and pick a Category by watching a 5 second video.
"
142901,135798,Aug 07 2020,"
Relation Extraction WARNING: This HIT may contain adult content. Worker discretion is advised.
"
142902,56633,Aug 07 2020,"
Perception of Risk - COVID-19 .50
"
142903,20439,Aug 06 2020,"
Evaluate Video by Quality
"
142904,114443,Aug 06 2020,"
#2 VISIT + QUICK REVIEW - FASHION BLOG
"
142905,80445,Aug 06 2020,"
A research study about your ability to pay attention
"
142906,136881,Aug 06 2020,"
Answer a survey about your opinions
"
142907,68135,Aug 06 2020,"
""Can our chatbot answer questions correctly ?뮣 and confidently ?솇 or does just spin us some yarn ?㎍?""
"
142908,96453,Aug 06 2020,"
Classify questions by types
"
142909,51377,Aug 06 2020,"
Choose the correct category for the digital ad
"
142910,108527,Aug 06 2020,"
Relation Extraction WARNING: This HIT may contain adult content. Worker discretion is advised.
"
142911,114443,Aug 06 2020,"
Answer a survey about forensic evidence in criminal investigations.
"
142912,122704,Aug 06 2020,"
mental thoughts(~ 10 minutes)
"
142913,122704,Aug 06 2020,"
mental thoughts(~ 10 minutes)
"
142914,97110,Aug 06 2020,"
Perception of Risk - COVID-19
"
142915,49464,Aug 06 2020,"
Survey about People in Challenging Situations with Others
"
142916,48883,Aug 06 2020,"
Sign up as a Game Tester
"
142917,136804,Aug 06 2020,"
Microphone Required - Record 40s of audio
"
142918,134763,Aug 06 2020,"
Answer a 1 min survey about coffee mugs design
"
142919,128154,Aug 06 2020,"
Answer a survey about user experience of voice assistants
"
142920,97765,Aug 06 2020,"
Submit questions and answers about Wars
"
142921,59047,Aug 06 2020,"
Short survey (about 7 minutes)
"
142922,129403,Aug 06 2020,"
COVID-19 Experiences with Social Distancing (~ 15 minutes)
"
142923,97110,Aug 06 2020,"
Short decision making study(~ 2 minutes) 
"
142924,90240,Aug 06 2020,"
Short decision making study(~ 2 minutes)
"
142925,137253,Aug 06 2020,"
Listen to audio files and tell how was the quality
"
142926,135617,Aug 06 2020,"
Survey (~10min) on economic decision making - instant $1.00 reward plus bonus payment ($0.00 - 1.60)
"
142927,13973,Aug 06 2020,"
Complete a sentence comprehension task
"
142928,32224,Aug 06 2020,"
Abstract task and short survey (5-10 mins)$1.00
"
142929,31284,Aug 06 2020,"
Research Survey
"
142930,96716,Aug 06 2020,"
Research Survey
"
142931,48883,Aug 06 2020,"
Research Survey
"
142932,48883,Aug 06 2020,"
Submit questions and answers about Ancient Civilizations
"
142933,11598,Aug 06 2020,"
Research on reading and vocabulary including short quizzes - $3.50
"
142934,28788,Aug 06 2020,"
Indicate your willingness to purchase one item at Amazon instead of another
"
142935,68432,Aug 06 2020,"
""Artificial Intelligence in Senior Care(~ 17 minutes)""
"
142936,105200,Aug 06 2020,"
Find Official Twitter Accounts
"
142937,35216,Aug 06 2020,"
Answer a survey about trade
"
142938,96716,Aug 06 2020,"
Evaluation of hypothetical goods- answer a survey
"
142939,58095,Aug 06 2020,"
EMOTIONS IN LIFE EVENTS(~ 15 minutes)
"
142940,137437,Aug 05 2020,"
Receipt Transcription
"
142941,60683,Aug 05 2020,"
Identify and Segment the nuclei in microscopic images 
"
142942,11627,Aug 05 2020,"
Psychotherapy Perceptions and Preferences
"
142943,134754,Aug 05 2020,"
Compensation HIT for Choices Game(~ 1 minutes)
"
142944,133333,Aug 05 2020,"
Transcribing historical biographical data from images
"
142945,97765,Aug 05 2020,"
Human Behavior and Communication(~ 5 minutes)
"
142946,22466,Aug 05 2020,"
Music
"
142947,137339,Aug 05 2020,"
Qualifying HIT for Named Entity Recognition Tasks - Bonus up to $2.00 Depending on Performance!
"
142948,74522,Aug 05 2020,"
Abstract task and short survey (5-10 mins)
"
142949,74522,Aug 05 2020,"
Answer a survey about a fitting room
"
142950,97765,Aug 05 2020,"
[very short survey] opinions/thoughts about corporate messages.
"
142951,97765,Aug 05 2020,"
Guessers and advisors
"
142952,97765,Aug 05 2020,"
A survey about imagination and concentration
"
142953,97765,Aug 05 2020,"
Opinions on diversity workplace policies including LGBT supportive corporate policies
"
142954,96716,Aug 05 2020,"
Movie Poster Preference
"
142955,97765,Aug 05 2020,"
10-minute Survey on Knowledge and Attitudes Towards COVID-19 (Coronavirus)(~ 10 minutes)
"
142956,63839,Aug 05 2020,"
Followup survey - You?셶e qualified for the followup about sharing files with tools like Drive, Box and Dropbox
"
142957,131302,Aug 05 2020,"
Survey for adults 65+ about attitudes and aging
"
142958,137240,Aug 05 2020,"
Please take this 9 minute survey about decision-making.   (~ 9 minutes)
"
142959,97765,Aug 05 2020,"
Share your mindset as an employee
"
142960,131302,Aug 05 2020,"
Video rating 2
"
142961,42674,Aug 05 2020,"
programmer screening survey(~ 5 minutes)
"
142962,32852,Aug 05 2020,"
Negotiate a deal with another user! Earn upto $5 instantly for one HIT.
"
142963,13973,Aug 05 2020,"
A survey on - Decision making behind choosing and buying makeup products?
"
142964,72033,Aug 05 2020,"
10-12 minute survey about your lifestyles and your response to advertising messages (~12 mins; $1.00)
"
142965,137451,Aug 05 2020,"
Review a picture and validate data based on that 
"
142966,42371,Aug 05 2020,"
Label the MIDDLE of two feet 
"
142967,114443,Aug 04 2020,"
Answer a survey about the Impact of SNS Behavior on Social commerce purchase intention
"
142968,114443,Aug 04 2020,"
Transcribe data
"
142969,122106,Aug 04 2020,"
Opinions and judgments(~ 15 minutes)
"
142970,99611,Aug 04 2020,"
Chat to help improve our bot!
"
142971,49464,Aug 04 2020,"
Characteristics and Movie Preferences (Free evaluation &amp; gift)
"
142972,114443,Aug 04 2020,"
&lt;1 Minute Question!
"
142973,114443,Aug 04 2020,"
Characteristics and Movie Preferences (Free evaluation &amp; gift)
"
142974,49146,Aug 04 2020,"
Writing short stories about moral behaviour (please do not complete more than 50 HITs per DAY)
"
142975,13973,Aug 04 2020,"
Psychotherapy Perceptions and Preferences
"
142976,131302,Aug 04 2020,"
Interesting study on negotiation behavior (roughly 40min). $1 reward + roughly $5.00 bonus (on average)(min.$0;max.$10).
"
142977,97765,Aug 04 2020,"
Opinions about various issues and evaluation of news articles(~ 9 minutes)
"
142978,97765,Aug 04 2020,"
Select the speaker, guess the scene!
"
142979,30864,Aug 04 2020,"
Image Moderation (May contain adult content)
"
142980,137253,Aug 04 2020,"
Answer a survey about your opinions on organic food processing
"
142981,97765,Aug 04 2020,"
Survey Behavioural Task 
"
142982,129403,Aug 04 2020,"
Interesting study on negotiation behavior (roughly 40min). $1 reward + roughly $5.00 bonus (on average)(min.$0;max.$10).
"
142983,13973,Aug 04 2020,"
Study on perceptions of sex robots(~ 10 minutes)
"
142984,137433,Aug 04 2020,"
Selma.Boutadjine.hit
"
142985,97765,Aug 04 2020,"
Personality and Culture Study
"
142986,137341,Aug 04 2020,"
Survey about Beliefs(~ 20 minutes)
"
142987,127388,Aug 04 2020,"
answer a survey about your perception of covid-19 pandemic
"
142988,134754,Aug 04 2020,"
Emotions and Relationships in the COVID-19 Pandemic FINAL Survey(~ 45 minutes)
"
142989,67906,Aug 04 2020,"
Please take this 9 minute survey about decision-making.   (~ 9 minutes)
"
142990,131041,Aug 04 2020,"
10-12 minute survey about your lifestyles and your response to advertising messages (~12 mins; $1.00)
"
142991,97765,Aug 04 2020,"
Survey about product design(~ 5 minutes)
"
142992,97765,Aug 04 2020,"
Abstract task and short survey (5-10 mins)
"
142993,137433,Aug 04 2020,"
Selma.Boutadjine
"
142994,10866,Aug 04 2020,"
Indicate your willingness to purchase one item at Amazon instead of another
"
142995,137341,Aug 04 2020,"
Imagining Future Events(~ 15 minutes)
"
142996,97765,Aug 04 2020,"
Study About Decision Making(~ 20 minutes)
"
